id,title,intro,poster,pubdate,url,rating,genres,star,comment,tags,star_time,card
35047243,走出孤岛,"《单读24·走出孤岛：水手计划特辑》是《单读》在话题、内容与设计上的又一次自我革新。
集中展示单向街公益基金会发起的文学活动“水手计划”的作品成果。刘子超、柏琳、曾嘉慧、冯孟婕、郭爽，五位水手前往帕米尔高原、萨拉热窝、日本长崎、摩鹿加群岛和东南亚等地，发回他们的记录与思考；
首发晓宇的“疫区日记”系列文章，紧密关注疫情时期人的物理与精神处境；
与澳大利亚大使馆合作创立的“澳大利亚文学专栏”继续更新，走向更广阔的海外文学世界；
诗人杨键对母亲的哀思，在这个生命消逝的时刻格外触动人心；
作者巫昂充满智识的十封信里，洋溢着令人愉悦的洞见；
青年导演唐棣对于影像与文字两重世界的体验，造就了他独特的审美视野……
在这个人人坠入孤岛的时刻，我们选择走向他人，走向世界，走向更广阔的联结
——2020年，在宽阔的世界，让我们做一群不狭隘的人。",https://dou.img.lithub.cc/book/35047243.jpg,2020-5-1,https://book.douban.com/subject/35047243/,8.2,,4,喜欢开篇的疫区日记，它提醒着我，2020年的春天和2022年的春天不应该被忘记,,2024-12-19 13:06:47,吴琦 主编 柏琳 吕晓宇 唐棣 / 2020 / 上海文艺出版社
34448849,间客,,https://dou.img.lithub.cc/book/34448849.jpg,2011-9,https://book.douban.com/subject/34448849/,8.7,,5,软科幻主题网络小说的最佳之作，猫腻最好的作品，金庸系列旧瓶装新酒的成功实践。江湖当如此，快意泯恩仇,,2024-12-13 23:16:22,猫腻 / 2011 / 起点出版社
27046569,金融的本质,"作为格林斯潘的继任者，本·伯南克面临大萧条以来最严重的金融危机，注定要在美国经济这个大舞台上扮演三个重要角色，即加息运动的终结者、楼市衰落的减震器以及为美国经济列车提供安全保障的巡道工。伯南克成功地扮演了上述三个角色，以自己的方式逐渐获得了市场的信任。
在美联储工作期间，伯南克以善于合作、为人坦诚而深受同事的赞赏。他习惯运用其学术背景和对最新数据的缜密分析来解决当下的经济问题，然后用非专业人士也能理解的语言让人们了解他的想法，把复杂的经济问题讲得通俗易懂、直截了当。
《金融的本质》一书，即是伯南克以其擅长的通俗、直接的方式，汇集了伯南克关于美联储在应对金融危机时采取的诸多政策背后的金融思想，以及他的金融理念。
《金融的本质》主要分为四部分，内容贯穿了美联储从1914年成立至此次金融危机期间90余年的历史，既是一本简短的关于美联储的中央银行金融史，也可以说是应对危机的金融政策演变史。
《金融的本质》最部分主要讲述美联储的起源与使命。第二部分讲述了二战之后直到最近这次金融危机爆发前的美联储。《金融的本质》第三部分和第四部分主要讲述此次金融危机以及美联储的应对措施及后续影响。这两个部分能让我们充分了解美联储相关政策如何出台及其背后的理念。
在金融危机过去5年之后，在中国债务风险越来越严重的时局下，我们更应该通过上一次的金融危机，回顾伯南克和美联储的措施，看看：
对于金融危机，他如何反思？
对于美联储，他如何看待？
对于金融体系的漏洞、风险和监管，他又抱持着哪种理念？
这些回顾，能够让我们对金融体系漏洞有更深入的思考和反思。",https://dou.img.lithub.cc/book/27046569.jpg,2017-5,https://book.douban.com/subject/27046569/,8,,4,伯南克用非常浅显易懂的语言回顾了美联储的成立与发展，并总结了美联储的两大职责：维护经济稳定与金融稳定，前者通过调节短端利率与长端利率实现，后者则需要在大萧条时期履行最后贷款人职责。确实是一本不错的入门小册子 (还明白了QE放出来的水短时间内并不是以流通货币的形式注入市场的，而是增加各个子银行的储备金，而这个储备金，既是美联储的负债，又是各银行的资产，原来美联储才是欠债大户),,2024-11-17 23:43:06,[美] 本·伯南克 陈剑 / 2017 / 中信出版社
36495364,诡秘地海,"漆黑诡秘的地下海泽，神秘的岛屿惊悚的畸形怪物，人类不是这鬼地方的主角，疯癫与死亡才是。
对那些海底东西的卑微祈求，只会让可怜虫们在黑暗苟延残喘逐渐畸形，想要找回人类昔日荣光，唯有驾驶蒸汽船带着必死决心闯进地海！",https://dou.img.lithub.cc/book/36495364.jpg,2021,https://book.douban.com/subject/36495364/,8.4,,2,借鉴的无光之海和scp，比较的克系和疯狂，但文笔太差，剧情太干，主人公性格不太讨喜，根本无法一字一句的读下去，即使听说坑填的很好，结尾非常妙，也弃读了,,2024-11-13 12:24:56,狐尾的笔 / 2021
26838438,谈美,本书是著名美学家、文艺理论家、教育家、翻译家朱光潜先生写的一本美学入门书。书中采用书信体的形式，从“要求人生净化，先要求人生美化”的理念出发，顺着美感态度的特性、艺术与人生的距离、美感经验与移情的关系、美感与快感、自然美与艺术美等问题次第展开，文字明白晓畅，充满了真知灼见，指引读者一条认识美学的“简捷不绕弯的道路”，自问世以来深受读者喜爱，被视为学术性与普及性兼备的经典之作。,https://dou.img.lithub.cc/book/26838438.jpg,2016-7,https://book.douban.com/subject/26838438/,9.2,,5,美是免俗，是无所为而为。作者说人要有出世的精神才能做入世的事情，我的理解是人要先抛掉刻意的实用主义才能以最大的热忱去雕刻自己的生活,,2024-11-08 17:57:25,朱光潜 / 2016 / 东方出版中心
36503042,不开玩笑,"★脱口秀元老的12堂幽默培训课，从零开始的喜剧创作指南
★脱口秀演员的进阶指南，喜剧爱好者的入门宝典，创作者的创意表达圣经，普通读者的幽默开发机
★从新建word文档开始，手把手教你如何写段子、找笑点，形成自己的表达方式
★谐音哏、内部哏、callback、自嘲、废话文学……干货满满，随手翻开，揭晓幽默和喜剧的“好笑”秘诀
★绝大多数情况下，冒犯我们的并不是喜剧，而是命运。
★写给每一个喜剧爱好者、幽默表达家，以及想在沉闷、庸常的生活中，寻找情绪突破口的人
这是一本从零开始的脱口秀创作指南，也是一本让你变得幽默有趣的喜剧宝典。
幽默感真的是天生的吗？“好笑”的来源是什么？从新建word文档到一个成熟的段子之间有多远？谐音梗真的是烂梗吗？打开这本书，看国内脱口秀元老级人物，知名脱口秀演员、培训师史炎关于理解幽默、创造欢笑的一 切经验。
“幽默在表达和沟通的过程中是提升效率的利器，作用无可替代——当你把人逗笑时，对方把他的心智短暂地交给了你。”作者用让人笑得停不下来的文笔，将自己从业十数年的幽默秘笈全盘托出，无论你是想对脱口秀有更多的了解，还是想在演讲、沟通中大放异彩，或者只是希望寻求一些“幽默力”的提升，成为一个有趣的人，这本书都不会让你失望。",https://dou.img.lithub.cc/book/36503042.jpg,2023-8,https://book.douban.com/subject/36503042/,7.8,,5,作为一本合格的关于表演喜剧的实操手册，作者指出喜剧的背后是悲剧，人的困惑、缺陷、不理解、不满足、不顺心才是喜闻乐见的创作题材。文末的一句话十分赞同：“用喜剧的无意义，去消解人生的无意义”,,2024-11-06 20:52:12,史炎 / 2023 / 湖南文艺出版社
36420525,无限恐怖,主人公郑吒自从失去了自己最亲密的青梅竹马后，对这种反复而又无聊的现代生活已经感到十分的厌倦。正在这时，他发现电脑屏幕上弹出了一段信息：“想明白生命的意义吗？想真正的……活着吗？”在按下YES后，一切都改变了。他进入了一个恐怖片的轮回世界：主神空间……在主神空间里，只有不停地变强、不停地进化，才能闯过那一关关的恐怖片，才能活下去。郑吒，怎样才能活下去？是杀死与自己对抗的所有人，走向孤独的王者之道？还是和自己的伙伴奋战到死，以仁义之道来度过劫难？其实，所有的一切也只是为了活下去。直到他们发现了主神空间的秘密...,https://dou.img.lithub.cc/book/36420525.jpg,2007-4-6,https://book.douban.com/subject/36420525/,0,,2,看不出来这个描写有啥精彩的地方，也看不出来楚轩的智商到底高在哪里，只看到了开天眼和金手指，弃读了,,2024-11-01 19:31:15,zhttty / 2007 / 起点
33424453,诡秘之主,,https://dou.img.lithub.cc/book/33424453.jpg,,https://book.douban.com/subject/33424453/,8.7,,5,借鉴了双城记和基督山，科普了克苏鲁和塔罗牌，玄幻外壳下谱写一曲人类勇气和人本主义的赞歌。若跳出网络文学分类，而以长长篇小说看待，也是非常值得讨论的作品,,2024-10-28 00:10:03,爱潜水的乌贼 / 江苏凤凰文艺出版社
25900156,Redis设计与实现,"【官方网站】
本书的官方网站 www.RedisBook.com 提供了书本试读、相关源码下载和勘误回报等服务，欢迎读者浏览和使用。
【编辑推荐】
系统而全面地描述了 Redis 内部运行机制
图示丰富，描述清晰，并给出大量参考信息，是NoSQL数据库开发人员案头必备
包括大部分Redis单机特征，以及所有多机特性
【读者评价】
这本书描述的知识点很丰富，覆盖很全，里面提到特性较多，有不少我们也没用过 :) 每个命令内部的机制的介绍很不错，很多估计也是首次有详细文档介绍。
——杨卫华（@TimYang）新浪微博技术总监
近几年Redis以其高性能、高灵活性的优点，变得越来越流行。但很多人在使用Redis时，仅仅还是停留在比较表层的功能性认识，缺乏对内部机制原理的深入理解。本书是huangz同学长期对Redis源码的阅读心得结晶，书中对Redis的各个方面都进行了详细且深入的讲解，将复杂的原理用最简单的方式为大家解构和讲解，强烈推荐给每一位Redis的使用者阅读。
—— iammutex，NoSQLFan站长，乐视网技术经理
Redis 是近些年来特别火爆的 NoSQL 之一。纵观中外各种书籍还没有一本能对 Redis 内部进行深入剖析，《Redis 设计与实现》可谓开此先河。常和作者在网上交流，知道作者为这本书付出了大量的心血。这本书行文流畅，思路清晰，详细地介绍了 Redis 源码的方方面面。无论是想学习 NoSQL、网络编程的初学者，还是源码控的进阶者，本书都会有很大的帮助。
—— 阮若夷，支付宝高级专家
【内容简介】
本书全面而完整地讲解了Redis的内部机制与实现方式，对Redis的大多数单机功能以及所有多机功能的实现原理进行了介绍，展示了这些功能的核心数据结构以及关键的算法思想,图示丰富，描述清晰，并给出大量参考信息。通过阅读本书，读者可以快速、有效地了解Redis的内部构造以及运作机制，更好、更高效地使用Redis。
本书主要分为四大部分。第一部分“数据结构与对象”介绍了Redis中的各种对象及其数据结构，并说明这些数据结构如何影响对象的功能和性能。第二部分“单机数据库的实现”对Redis实现单机数据库的方法进行了介绍，包括数据库、RDB持久化、AOF持久化、事件等。第三部分“多机数据库的实现”对Redis的Sentinel、复制、集群三个多机功能进行了介绍。第四部分“独立功能的实现”对Redis中各个相对独立的功能模块进行了介绍，涉及发布与订阅、事务、Lua脚本、排序、二进制位数组、慢查询日志、监视器等。本书作者专门维护了www.redisbook.com网站，提供带有详细注释的Redis源代码，以及本书相关的更新内容。",https://dou.img.lithub.cc/book/25900156.jpg,2014-6,https://book.douban.com/subject/25900156/,8.7,,4,年轻人的第一本redis源码解析。redis本就以简洁明晰的设计著称，作者写的也十分适合入门，从基础的数据结构设计逐渐深入到多机集群，但可能因为调子起低了，后半部分就不够深入了,,2024-10-25 22:09:41,黄健宏 / 2014 / 机械工业出版社
35006892,程序员修炼之道（第2版）,本书之所以在全球范围内广泛传播，被一代代开发者奉为圭臬，盖因它可以创造出真正的价值：或编写出更好的软件，或探究出编程的本质，而所有收获均不依赖于特定语言、框架和方法。时隔20年的新版，经过全面的重新选材、组织和编写，覆盖哲学、方法、工具、设计、解耦、并发、重构、需求、团队等务实话题的最佳实践及重大陷阱，以及易于改造、复用的架构技术。本书极具洞察力与趣味性，适合从初学者到架构师的各阶层读者潜心研读或增广见闻。,https://dou.img.lithub.cc/book/35006892.jpg,2020-4-1,https://book.douban.com/subject/35006892/,9.1,,4,"it的书一般都侧重于""术""，而这是一本偏向于""道""的书。务实的项目，核心在于版本控制，回归测试与自动化。务实的程序员，核心在于解决问题并取悦用户",,2024-10-20 19:42:43,[美] David Thomas [美] Andrew Hunt / 2020 / 电子工业出版社
